"Time","radiation.mean"
2017-06-14 01:30:00,0
2017-06-14 01:32:00,0
2017-06-14 01:34:00,0
2017-06-14 01:36:00,0
2017-06-14 01:38:00,0
2017-06-14 01:40:00,0
2017-06-14 01:42:00,0
2017-06-14 01:44:00,0
2017-06-14 01:46:00,0
2017-06-14 01:48:00,0
2017-06-14 01:50:00,0
2017-06-14 01:52:00,0
2017-06-14 01:54:00,0
2017-06-14 01:56:00,0
2017-06-14 01:58:00,0
2017-06-14 02:00:00,0
2017-06-14 02:02:00,0
2017-06-14 02:04:00,0
2017-06-14 02:06:00,0
2017-06-14 02:08:00,0
2017-06-14 02:10:00,0
2017-06-14 02:12:00,0
2017-06-14 02:14:00,0
2017-06-14 02:16:00,0
2017-06-14 02:18:00,0
2017-06-14 02:20:00,0
2017-06-14 02:22:00,0
2017-06-14 02:24:00,0
2017-06-14 02:26:00,0
2017-06-14 02:28:00,0
2017-06-14 02:30:00,0
2017-06-14 02:32:00,0
2017-06-14 02:34:00,0
2017-06-14 02:36:00,0
2017-06-14 02:38:00,0
2017-06-14 02:40:00,0
2017-06-14 02:42:00,0
2017-06-14 02:44:00,0
2017-06-14 02:46:00,0
2017-06-14 02:48:00,0
2017-06-14 02:50:00,0
2017-06-14 02:52:00,0
2017-06-14 02:54:00,0
2017-06-14 02:56:00,0
2017-06-14 02:58:00,0
2017-06-14 03:00:00,0
2017-06-14 03:02:00,0
2017-06-14 03:04:00,0
2017-06-14 03:06:00,0
2017-06-14 03:08:00,0
2017-06-14 03:10:00,0
2017-06-14 03:12:00,0
2017-06-14 03:14:00,0
2017-06-14 03:16:00,0
2017-06-14 03:18:00,0
2017-06-14 03:20:00,0
2017-06-14 03:22:00,0
2017-06-14 03:24:00,0
2017-06-14 03:26:00,0
2017-06-14 03:28:00,0.250
2017-06-14 03:30:00,1.10
2017-06-14 03:32:00,1.35
2017-06-14 03:34:00,2.10
2017-06-14 03:36:00,2.80
2017-06-14 03:38:00,4.25
2017-06-14 03:40:00,5.50
2017-06-14 03:42:00,5.45
2017-06-14 03:44:00,5.95
2017-06-14 03:46:00,6.30
2017-06-14 03:48:00,7.40
2017-06-14 03:50:00,7.70
2017-06-14 03:52:00,8.10
2017-06-14 03:54:00,8.35
2017-06-14 03:56:00,9.40
2017-06-14 03:58:00,9.90
2017-06-14 04:00:00,9.90
2017-06-14 04:02:00,10.1
2017-06-14 04:04:00,10.4
2017-06-14 04:06:00,10.9
2017-06-14 04:08:00,11.7
2017-06-14 04:10:00,12.4
2017-06-14 04:12:00,13.4
2017-06-14 04:14:00,14.3
2017-06-14 04:16:00,15.3
2017-06-14 04:18:00,17.3
2017-06-14 04:20:00,17.2
2017-06-14 04:22:00,17
2017-06-14 04:24:00,17.8
2017-06-14 04:26:00,18.2
2017-06-14 04:28:00,19.5
2017-06-14 04:30:00,20.8
2017-06-14 04:32:00,21.2
2017-06-14 04:34:00,21.1
2017-06-14 04:36:00,21.6
2017-06-14 04:38:00,22.6
2017-06-14 04:40:00,23.5
2017-06-14 04:42:00,23.8
2017-06-14 04:44:00,23.8
2017-06-14 04:46:00,24.4
2017-06-14 04:48:00,25.2
2017-06-14 04:50:00,25.2
2017-06-14 04:52:00,25.4
2017-06-14 04:54:00,26.2
2017-06-14 04:56:00,27.1
2017-06-14 04:58:00,28.3
2017-06-14 05:00:00,28.9
2017-06-14 05:02:00,29.5
2017-06-14 05:04:00,29.5
2017-06-14 05:06:00,30.2
2017-06-14 05:08:00,30.9
2017-06-14 05:10:00,30.1
2017-06-14 05:12:00,30.2
2017-06-14 05:14:00,42.9
2017-06-14 05:16:00,123
2017-06-14 05:18:00,180
2017-06-14 05:20:00,189
2017-06-14 05:22:00,194
2017-06-14 05:24:00,198
2017-06-14 05:26:00,203
2017-06-14 05:28:00,208
2017-06-14 05:30:00,214
2017-06-14 05:32:00,224
2017-06-14 05:34:00,233
2017-06-14 05:36:00,240
2017-06-14 05:38:00,247
2017-06-14 05:40:00,253
2017-06-14 05:42:00,261
2017-06-14 05:44:00,265
2017-06-14 05:46:00,270
2017-06-14 05:48:00,276
2017-06-14 05:50:00,280
2017-06-14 05:52:00,285
2017-06-14 05:54:00,290
2017-06-14 05:56:00,294
2017-06-14 05:58:00,300
2017-06-14 06:00:00,304
2017-06-14 06:02:00,308
2017-06-14 06:04:00,312
2017-06-14 06:06:00,317
2017-06-14 06:08:00,323
2017-06-14 06:10:00,326
2017-06-14 06:12:00,331
2017-06-14 06:14:00,335
2017-06-14 06:16:00,342
2017-06-14 06:18:00,347
2017-06-14 06:20:00,351
2017-06-14 06:22:00,354
2017-06-14 06:24:00,361
2017-06-14 06:26:00,365
2017-06-14 06:28:00,370
2017-06-14 06:30:00,380
2017-06-14 06:32:00,388
2017-06-14 06:34:00,391
2017-06-14 06:36:00,398
2017-06-14 06:38:00,404
2017-06-14 06:40:00,413
2017-06-14 06:42:00,420
2017-06-14 06:44:00,427
2017-06-14 06:46:00,433
2017-06-14 06:48:00,440
2017-06-14 06:50:00,445
2017-06-14 06:52:00,449
2017-06-14 06:54:00,457
2017-06-14 06:56:00,464
2017-06-14 06:58:00,474
2017-06-14 07:00:00,489
2017-06-14 07:02:00,427
2017-06-14 07:04:00,455
2017-06-14 07:06:00,436
2017-06-14 07:08:00,513
2017-06-14 07:10:00,490
2017-06-14 07:12:00,444
2017-06-14 07:14:00,470
2017-06-14 07:16:00,497
2017-06-14 07:18:00,501
2017-06-14 07:20:00,452
2017-06-14 07:22:00,457
2017-06-14 07:24:00,513
2017-06-14 07:26:00,554
2017-06-14 07:28:00,554
2017-06-14 07:30:00,554
2017-06-14 07:32:00,563
2017-06-14 07:34:00,571
2017-06-14 07:36:00,575
2017-06-14 07:38:00,486
2017-06-14 07:40:00,578
2017-06-14 07:42:00,585
2017-06-14 07:44:00,590
2017-06-14 07:46:00,593
2017-06-14 07:48:00,592
2017-06-14 07:50:00,600
2017-06-14 07:52:00,604
2017-06-14 07:54:00,609
2017-06-14 07:56:00,614
2017-06-14 07:58:00,619
2017-06-14 08:00:00,621
2017-06-14 08:02:00,614
2017-06-14 08:04:00,619
2017-06-14 08:06:00,625
2017-06-14 08:08:00,629
2017-06-14 08:10:00,631
2017-06-14 08:12:00,637
2017-06-14 08:14:00,642
2017-06-14 08:16:00,648
2017-06-14 08:18:00,650
2017-06-14 08:20:00,631
2017-06-14 08:22:00,656
2017-06-14 08:24:00,638
2017-06-14 08:26:00,657
2017-06-14 08:28:00,665
2017-06-14 08:30:00,665
2017-06-14 08:32:00,672
2017-06-14 08:34:00,675
2017-06-14 08:36:00,677
2017-06-14 08:38:00,686
2017-06-14 08:40:00,692
2017-06-14 08:42:00,695
2017-06-14 08:44:00,699
2017-06-14 08:46:00,702
2017-06-14 08:48:00,706
2017-06-14 08:50:00,709
2017-06-14 08:52:00,709
2017-06-14 08:54:00,714
2017-06-14 08:56:00,714
2017-06-14 08:58:00,717
2017-06-14 09:00:00,720
2017-06-14 09:02:00,723
2017-06-14 09:04:00,729
2017-06-14 09:06:00,736
2017-06-14 09:08:00,737
2017-06-14 09:10:00,738
2017-06-14 09:12:00,741
2017-06-14 09:14:00,744
2017-06-14 09:16:00,747
2017-06-14 09:18:00,751
2017-06-14 09:20:00,753
2017-06-14 09:22:00,758
2017-06-14 09:24:00,759
2017-06-14 09:26:00,761
2017-06-14 09:28:00,766
2017-06-14 09:30:00,767
2017-06-14 09:32:00,770
2017-06-14 09:34:00,775
2017-06-14 09:36:00,776
2017-06-14 09:38:00,776
2017-06-14 09:40:00,780
2017-06-14 09:42:00,784
2017-06-14 09:44:00,790
2017-06-14 09:46:00,794
2017-06-14 09:48:00,798
2017-06-14 09:50:00,798
2017-06-14 09:52:00,801
2017-06-14 09:54:00,805
2017-06-14 09:56:00,802
2017-06-14 09:58:00,805
2017-06-14 10:00:00,809
2017-06-14 10:02:00,813
2017-06-14 10:04:00,814
2017-06-14 10:06:00,819
2017-06-14 10:08:00,821
2017-06-14 10:10:00,827
2017-06-14 10:12:00,832
2017-06-14 10:14:00,834
2017-06-14 10:16:00,838
2017-06-14 10:18:00,810
2017-06-14 10:20:00,843
2017-06-14 10:22:00,830
2017-06-14 10:24:00,829
2017-06-14 10:26:00,828
2017-06-14 10:28:00,840
2017-06-14 10:30:00,849
2017-06-14 10:32:00,841
2017-06-14 10:34:00,837
2017-06-14 10:36:00,726
2017-06-14 10:38:00,833
2017-06-14 10:40:00,858
2017-06-14 10:42:00,853
2017-06-14 10:44:00,838
2017-06-14 10:46:00,821
2017-06-14 10:48:00,842
2017-06-14 10:50:00,852
2017-06-14 10:52:00,841
2017-06-14 10:54:00,850
2017-06-14 10:56:00,864
2017-06-14 10:58:00,865
2017-06-14 11:00:00,869
2017-06-14 11:02:00,876
2017-06-14 11:04:00,871
2017-06-14 11:06:00,823
2017-06-14 11:08:00,817
2017-06-14 11:10:00,820
2017-06-14 11:12:00,820
2017-06-14 11:14:00,870
2017-06-14 11:16:00,858
2017-06-14 11:18:00,835
2017-06-14 11:20:00,850
2017-06-14 11:22:00,841
2017-06-14 11:24:00,825
2017-06-14 11:26:00,779
2017-06-14 11:28:00,789
2017-06-14 11:30:00,842
2017-06-14 11:32:00,856
2017-06-14 11:34:00,862
2017-06-14 11:36:00,862
2017-06-14 11:38:00,867
2017-06-14 11:40:00,875
2017-06-14 11:42:00,867
2017-06-14 11:44:00,857
2017-06-14 11:46:00,859
2017-06-14 11:48:00,857
2017-06-14 11:50:00,842
2017-06-14 11:52:00,856
2017-06-14 11:54:00,861
2017-06-14 11:56:00,846
2017-06-14 11:58:00,821
2017-06-14 12:00:00,869
2017-06-14 12:02:00,872
2017-06-14 12:04:00,873
2017-06-14 12:06:00,851
2017-06-14 12:08:00,814
2017-06-14 12:10:00,809
2017-06-14 12:12:00,854
2017-06-14 12:14:00,862
2017-06-14 12:16:00,868
2017-06-14 12:18:00,851
2017-06-14 12:20:00,894
2017-06-14 12:22:00,867
2017-06-14 12:24:00,831
2017-06-14 12:26:00,801
2017-06-14 12:28:00,784
2017-06-14 12:30:00,834
2017-06-14 12:32:00,864
2017-06-14 12:34:00,847
2017-06-14 12:36:00,848
2017-06-14 12:38:00,785
2017-06-14 12:40:00,846
2017-06-14 12:42:00,864
2017-06-14 12:44:00,859
2017-06-14 12:46:00,867
2017-06-14 12:48:00,829
2017-06-14 12:50:00,846
2017-06-14 12:52:00,831
2017-06-14 12:54:00,804
2017-06-14 12:56:00,778
2017-06-14 12:58:00,821
2017-06-14 13:00:00,821
2017-06-14 13:02:00,822
2017-06-14 13:04:00,833
2017-06-14 13:06:00,818
2017-06-14 13:08:00,781
2017-06-14 13:10:00,780
2017-06-14 13:12:00,804
2017-06-14 13:14:00,810
2017-06-14 13:16:00,767
2017-06-14 13:18:00,741
2017-06-14 13:20:00,744
2017-06-14 13:22:00,781
2017-06-14 13:24:00,769
2017-06-14 13:26:00,720
2017-06-14 13:28:00,750
2017-06-14 13:30:00,769
2017-06-14 13:32:00,779
2017-06-14 13:34:00,791
2017-06-14 13:36:00,773
2017-06-14 13:38:00,783
2017-06-14 13:40:00,784
2017-06-14 13:42:00,771
2017-06-14 13:44:00,797
2017-06-14 13:46:00,785
2017-06-14 13:48:00,781
2017-06-14 13:50:00,769
2017-06-14 13:52:00,741
2017-06-14 13:54:00,761
2017-06-14 13:56:00,701
2017-06-14 13:58:00,713
2017-06-14 14:00:00,773
2017-06-14 14:02:00,765
2017-06-14 14:04:00,755
2017-06-14 14:06:00,741
2017-06-14 14:08:00,742
2017-06-14 14:10:00,744
2017-06-14 14:12:00,710
2017-06-14 14:14:00,699
2017-06-14 14:16:00,749
2017-06-14 14:18:00,717
2017-06-14 14:20:00,726
2017-06-14 14:22:00,704
2017-06-14 14:24:00,632
2017-06-14 14:26:00,716
2017-06-14 14:28:00,727
2017-06-14 14:30:00,720
2017-06-14 14:32:00,680
2017-06-14 14:34:00,700
2017-06-14 14:36:00,699
2017-06-14 14:38:00,696
2017-06-14 14:40:00,677
2017-06-14 14:42:00,681
2017-06-14 14:44:00,681
2017-06-14 14:46:00,680
2017-06-14 14:48:00,672
2017-06-14 14:50:00,614
2017-06-14 14:52:00,602
2017-06-14 14:54:00,667
2017-06-14 14:56:00,674
2017-06-14 14:58:00,654
2017-06-14 15:00:00,603
2017-06-14 15:02:00,593
2017-06-14 15:04:00,591
2017-06-14 15:06:00,620
2017-06-14 15:08:00,591
2017-06-14 15:10:00,610
2017-06-14 15:12:00,614
2017-06-14 15:14:00,613
2017-06-14 15:16:00,603
2017-06-14 15:18:00,616
2017-06-14 15:20:00,610
2017-06-14 15:22:00,599
2017-06-14 15:24:00,587
2017-06-14 15:26:00,569
2017-06-14 15:28:00,541
2017-06-14 15:30:00,520
2017-06-14 15:32:00,528
2017-06-14 15:34:00,518
2017-06-14 15:36:00,550
2017-06-14 15:38:00,547
2017-06-14 15:40:00,526
2017-06-14 15:42:00,514
2017-06-14 15:44:00,526
2017-06-14 15:46:00,503
2017-06-14 15:48:00,524
2017-06-14 15:50:00,484
2017-06-14 15:52:00,466
2017-06-14 15:54:00,484
2017-06-14 15:56:00,500
2017-06-14 15:58:00,451
2017-06-14 16:00:00,439
2017-06-14 16:02:00,414
2017-06-14 16:04:00,427
2017-06-14 16:06:00,451
2017-06-14 16:08:00,452
2017-06-14 16:10:00,431
2017-06-14 16:12:00,488
2017-06-14 16:14:00,450
2017-06-14 16:16:00,448
2017-06-14 16:18:00,387
2017-06-14 16:20:00,403
2017-06-14 16:22:00,450
2017-06-14 16:24:00,457
2017-06-14 16:26:00,458
2017-06-14 16:28:00,389
2017-06-14 16:30:00,394
2017-06-14 16:32:00,424
2017-06-14 16:34:00,412
2017-06-14 16:36:00,376
2017-06-14 16:38:00,346
2017-06-14 16:40:00,335
2017-06-14 16:42:00,350
2017-06-14 16:44:00,370
2017-06-14 16:46:00,384
2017-06-14 16:48:00,377
2017-06-14 16:50:00,358
2017-06-14 16:52:00,358
2017-06-14 16:54:00,325
2017-06-14 16:56:00,306
2017-06-14 16:58:00,321
2017-06-14 17:00:00,315
2017-06-14 17:02:00,320
2017-06-14 17:04:00,326
2017-06-14 17:06:00,330
2017-06-14 17:08:00,328
2017-06-14 17:10:00,302
2017-06-14 17:12:00,306
2017-06-14 17:14:00,293
2017-06-14 17:16:00,284
2017-06-14 17:18:00,295
2017-06-14 17:20:00,290
2017-06-14 17:22:00,282
2017-06-14 17:24:00,244
2017-06-14 17:26:00,218
2017-06-14 17:28:00,186
2017-06-14 17:30:00,172
2017-06-14 17:32:00,172
2017-06-14 17:34:00,104
2017-06-14 17:36:00,74.3
2017-06-14 17:38:00,106
2017-06-14 17:40:00,154
2017-06-14 17:42:00,188
2017-06-14 17:44:00,173
2017-06-14 17:46:00,204
2017-06-14 17:48:00,259
2017-06-14 17:50:00,252
2017-06-14 17:52:00,246
2017-06-14 17:54:00,240
2017-06-14 17:56:00,238
2017-06-14 17:58:00,226
2017-06-14 18:00:00,205
2017-06-14 18:02:00,211
2017-06-14 18:04:00,205
2017-06-14 18:06:00,201
2017-06-14 18:08:00,188
2017-06-14 18:10:00,177
2017-06-14 18:12:00,150
2017-06-14 18:14:00,138
2017-06-14 18:16:00,142
2017-06-14 18:18:00,126
2017-06-14 18:20:00,83.8
2017-06-14 18:22:00,64.3
2017-06-14 18:24:00,51.2
2017-06-14 18:26:00,59.1
2017-06-14 18:28:00,56.1
2017-06-14 18:30:00,99.0
2017-06-14 18:32:00,106
2017-06-14 18:34:00,95.7
2017-06-14 18:36:00,70
2017-06-14 18:38:00,35.0
2017-06-14 18:40:00,37.9
2017-06-14 18:42:00,63.3
2017-06-14 18:44:00,64.9
2017-06-14 18:46:00,66.6
2017-06-14 18:48:00,72
2017-06-14 18:50:00,77
2017-06-14 18:52:00,70.9
2017-06-14 18:54:00,60.2
2017-06-14 18:56:00,61.2
2017-06-14 18:58:00,58.1
2017-06-14 19:00:00,51.0
2017-06-14 19:02:00,49.2
2017-06-14 19:04:00,47.5
2017-06-14 19:06:00,39.3
2017-06-14 19:08:00,30
2017-06-14 19:10:00,26.4
2017-06-14 19:12:00,17.9
2017-06-14 19:14:00,11.2
2017-06-14 19:16:00,9
2017-06-14 19:18:00,7.05
2017-06-14 19:20:00,7.35
2017-06-14 19:22:00,8.25
2017-06-14 19:24:00,6.55
2017-06-14 19:26:00,2.60
2017-06-14 19:28:00,0.400
2017-06-14 19:30:00,0
2017-06-14 19:32:00,0
2017-06-14 19:34:00,0
2017-06-14 19:36:00,0
2017-06-14 19:38:00,0
2017-06-14 19:40:00,0
2017-06-14 19:42:00,0
2017-06-14 19:44:00,0
2017-06-14 19:46:00,0
2017-06-14 19:48:00,0
2017-06-14 19:50:00,0
2017-06-14 19:52:00,0
2017-06-14 19:54:00,0
2017-06-14 19:56:00,0
2017-06-14 19:58:00,0
2017-06-14 20:00:00,0
2017-06-14 20:02:00,0
2017-06-14 20:04:00,0
2017-06-14 20:06:00,0
2017-06-14 20:08:00,0
2017-06-14 20:10:00,0
2017-06-14 20:12:00,0
2017-06-14 20:14:00,0
2017-06-14 20:16:00,0
2017-06-14 20:18:00,0
2017-06-14 20:20:00,0
2017-06-14 20:22:00,0
2017-06-14 20:24:00,0
2017-06-14 20:26:00,0
2017-06-14 20:28:00,0
2017-06-14 20:30:00,0
2017-06-14 20:32:00,0
2017-06-14 20:34:00,0
2017-06-14 20:36:00,0
2017-06-14 20:38:00,0
2017-06-14 20:40:00,0
2017-06-14 20:42:00,0
2017-06-14 20:44:00,0
2017-06-14 20:46:00,0
2017-06-14 20:48:00,0
2017-06-14 20:50:00,0
2017-06-14 20:52:00,0
2017-06-14 20:54:00,0
2017-06-14 20:56:00,0
2017-06-14 20:58:00,0
2017-06-14 21:00:00,0
2017-06-14 21:02:00,0
2017-06-14 21:04:00,0
2017-06-14 21:06:00,0
2017-06-14 21:08:00,0
2017-06-14 21:10:00,0
2017-06-14 21:12:00,0
2017-06-14 21:14:00,0
2017-06-14 21:16:00,0
2017-06-14 21:18:00,0
2017-06-14 21:20:00,0
2017-06-14 21:22:00,0
2017-06-14 21:24:00,0
2017-06-14 21:26:00,0
2017-06-14 21:28:00,0
2017-06-14 21:30:00,0
2017-06-14 21:32:00,0
2017-06-14 21:34:00,0
2017-06-14 21:36:00,0
2017-06-14 21:38:00,0
2017-06-14 21:40:00,0
2017-06-14 21:42:00,0
2017-06-14 21:44:00,0
2017-06-14 21:46:00,0
2017-06-14 21:48:00,0
2017-06-14 21:50:00,0
2017-06-14 21:52:00,0
2017-06-14 21:54:00,0
2017-06-14 21:56:00,0
2017-06-14 21:58:00,0

